sector_id,ranking,municipio,coordinacion,colonias,clasificacion,latitud,longitud,indice_ceguera,indice_violencia,eventos_hd,llamadas_violentas,dist_base_km,personal_3km,limitrofe,diagnostico
SEC-1011_-4996,107,POLOTITLAN,ATLACOMULCO,S/D,DESATENDIDO,20.23,-99.91,80.0,20.0,1,0,9.92,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-973_-4968,108,NAUCALPAN,METROPOLITANA,SANTIAGO TEPATLAXCO,DESATENDIDO,19.47,-99.35,80.0,20.0,1,4,10.29,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-991_-4943,109,TEMASCALAPA,ORIENTE,SAN BARTOLOMÉ ACTOPAN,DESATENDIDO,19.83,-98.85,80.0,20.0,1,2,13.96,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-1001_-5003,110,ACAMBAY,ATLACOMULCO,GANDO,DESATENDIDO,20.03,-100.05,80.0,20.0,1,1,11.92,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-987_-4975,111,VILLA DEL CARBON,ATLACOMULCO,LAS CASCADAS,DESATENDIDO,19.75,-99.49,80.0,20.0,1,0,8.85,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-973_-4963,112,NAUCALPAN,METROPOLITANA,"CIUDAD DE LOS CIPRESES, LOMA COLORADA, LA RIVERA",SATURADO,19.47,-99.25,78.6,68.5,3,16,1.29,65,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-979_-4959,113,TULTITLAN,METROPOLITANA,"AMPLIACION BUENA VISTA 2A SECCION, BUGAMBILIAS, AMPLIACIÓN SAN MARCOS",SATURADO,19.59,-99.17,78.5,67.0,3,17,1.03,44,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-969_-4951,114,NEZAHUALCOYOTL,ORIENTE,"METROPOLITANA 3 SECCION, JOSÉ VICENTE VILLADA, EVOLUCIÓN",MIXTO,19.39,-99.01,77.3,86.5,4,22,2.28,209,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-958_-4979,115,SAN ANTONIO LA ISLA,VALLE TOLUCA,SAN LUCAS TEPEMAJALCO,DESATENDIDO,19.17,-99.57,77.1,29.0,1,10,3.32,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-969_-4948,116,CHIMALHUACAN,ORIENTE,"SAN SEBASTIÁN CHIMALPA, COPALERA, ARENITAS",MIXTO,19.39,-98.95,76.9,50.0,3,5,2.62,75,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-1002_-4975,117,SOYANIQUILPAN,ATLACOMULCO,SAN AGUSTIN,DESATENDIDO,20.05,-99.49,76.8,20.0,1,0,5.68,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-981_-4950,118,ECATEPEC,ECATEPEC,"CIUDAD CUAUHTEMOC, SAN ISIDRO ATLAUTENCO",SATURADO,19.63,-98.99,76.0,62.0,4,10,1.5,64,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-986_-4959,119,TEOLOYUCAN,METROPOLITANA,SANTA MARIA HUECATITLA,DESATENDIDO,19.73,-99.17,74.4,25.0,1,5,3.95,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-987_-4959,120,TEOLOYUCAN,METROPOLITANA,GUADALUPE,DESATENDIDO,19.75,-99.17,74.2,28.5,1,9,3.21,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-966_-4985,121,TOLUCA,VALLE TOLUCA,,DESATENDIDO,19.33,-99.69,73.8,18.5,0,10,5.98,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-982_-4946,122,ACOLMAN,ECATEPEC,"SAN JOSE, S/D, REAL DEL VALLE",MIXTO,19.65,-98.91,73.5,44.5,4,2,1.74,20,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-962_-4941,123,CHALCO,CHALCO,,DESATENDIDO,19.25,-98.81,73.5,29.0,0,11,3.07,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-975_-4964,124,NAUCALPAN,METROPOLITANA,,DESATENDIDO,19.51,-99.27,73.5,25.5,0,14,3.76,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-967_-4981,125,TOLUCA,VALLE TOLUCA,SAN JOSÉ GUADALUPE OTZACATIPAN,DESATENDIDO,19.35,-99.61,72.9,22.5,1,5,4.48,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-963_-4947,126,VALLE DE CHALCO,CHALCO,"EMILIANO ZAPATA, SAN MARTIN XICO",MIXTO,19.27,-98.93,72.7,68.5,2,23,2.26,151,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-981_-4955,127,COACALCO,ECATEPEC,SAN LORENZO TETLIXTAC,MIXTO,19.63,-99.09,72.5,52.0,2,16,1.52,39,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-974_-4944,128,TEXCOCO,ORIENTE,BELLAVISTA,DESATENDIDO,19.49,-98.87,72.1,24.5,1,3,3.89,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-947_-4985,129,VILLA GUERRERO,IXTAPAN,ZACANGO LA ALTA,DESATENDIDO,18.95,-99.69,71.9,20.0,1,0,5.19,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-972_-4962,130,NAUCALPAN,METROPOLITANA,"EL MOLINITO, SAN ESTEBAN",MIXTO,19.45,-99.23,71.7,60.0,3,10,1.98,100,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-958_-4971,131,XALATLACO,VALLE TOLUCA,BARRIO SAN AGUSTÍN,DESATENDIDO,19.17,-99.41,71.6,18.0,1,4,5.96,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-970_-4946,132,CHICOLOAPAN,ORIENTE,,MIXTO,19.41,-98.91,71.5,53.5,0,28,2.12,81,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-980_-4954,133,ECATEPEC,ECATEPEC,"TIERRA BLANCA, TORRES DE ALTAVISTA",MIXTO,19.61,-99.07,71.5,43.0,2,11,2.03,32,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-962_-4977,134,SAN MATEO ATENCO,VALLE TOLUCA,,DESATENDIDO,19.25,-99.53,71.4,24.5,0,14,3.83,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-972_-4944,135,TEXCOCO,ORIENTE,,DESATENDIDO,19.45,-98.87,70.8,24.5,0,9,3.78,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-984_-4961,136,CUAUTITLAN IZCALLI,METROPOLITANA,"BOSQUES DE HACIENDA, BOSQUES DE LA HACIENDA 1RA SECCIÓN",MIXTO,19.69,-99.21,70.2,62.5,2,20,1.52,85,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-965_-4973,137,LERMA,VALLE TOLUCA,,DESATENDIDO,19.31,-99.45,70.0,17.5,0,8,9.96,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-962_-4981,138,METEPEC,VALLE TOLUCA,,DESATENDIDO,19.25,-99.61,69.6,22.5,0,12,4.19,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-974_-4965,139,NAUCALPAN,METROPOLITANA,,DESATENDIDO,19.49,-99.29,69.4,20.0,0,9,4.94,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-983_-4943,140,TEOTIHUACAN,ORIENTE,"SAN SEBASTIAN XOLALPA, SANTIAGO TOLMAN",DESATENDIDO,19.67,-98.85,69.0,23.0,2,1,4.0,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-985_-4963,141,TEPOTZOTLAN,METROPOLITANA,"SAN MATEO XOLOC, SAN MATEO XALOC",DESATENDIDO,19.71,-99.25,68.9,27.5,2,3,3.01,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-975_-4951,142,ECATEPEC,ECATEPEC,,MIXTO,19.51,-99.01,68.6,49.0,0,21,2.65,99,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-990_-4935,143,NOPALTEPEC,ORIENTE,SAN FELIPE TEOTITLAN,DESATENDIDO,19.81,-98.69,68.0,17.0,1,3,7.54,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-971_-4976,144,OTZOLOTEPEC,VALLE TOLUCA,,DESATENDIDO,19.43,-99.51,68.0,17.0,0,5,9.1,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-986_-4938,145,AXAPUSCO,ORIENTE,"GUADALUPE RELINAS, SANTA MARÍA ATICPAC",DESATENDIDO,19.73,-98.75,67.5,24.0,2,2,3.62,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-977_-4957,146,TLALNEPANTLA,METROPOLITANA,"LAZARO CARDENAS SEGUNDA SECCION, LAZARO CARDENAS SEGUNDA SECCIÓN",DESATENDIDO,19.55,-99.13,67.4,20.0,2,0,4.74,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-956_-4972,147,TIANGUISTENCO,VALLE TOLUCA,,DESATENDIDO,19.13,-99.43,67.0,17.0,0,8,5.88,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-988_-4951,148,TECAMAC,ECATEPEC,LOS REYES ACOZAC,DESATENDIDO,19.77,-99.01,66.9,22.0,1,3,4.08,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-965_-4948,149,VALLE DE CHALCO,CHALCO,DARIO MARTINEZ II,SATURADO,19.31,-98.95,66.4,63.5,1,30,1.46,98,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-976_-4951,150,ECATEPEC,ECATEPEC,,MIXTO,19.53,-99.01,66.4,47.5,0,17,2.64,99,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-962_-4974,151,OCOYOACAC,VALLE TOLUCA,,DESATENDIDO,19.25,-99.47,66.0,16.5,0,9,8.26,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-971_-4952,152,NEZAHUALCOYOTL,ORIENTE,,MIXTO,19.43,-99.03,65.8,47.0,0,23,2.28,79,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-964_-4980,153,METEPEC,VALLE TOLUCA,,SATURADO,19.29,-99.59,65.2,49.5,0,26,1.34,40,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-983_-4954,154,JALTENCO,ECATEPEC,ALBORADA JALTENCO,MIXTO,19.67,-99.07,64.2,51.5,4,5,2.77,137,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-978_-4960,155,TLALNEPANTLA,METROPOLITANA,"BUENAVISTA, BOSQUES DE CEYLÁN",MIXTO,19.57,-99.19,64.1,36.5,2,9,1.84,14,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-972_-4993,156,ALMOLOYA,VALLE TOLUCA,BENITO JUAREZ,DESATENDIDO,19.45,-99.85,64.0,16.0,1,1,8.61,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-984_-4973,157,VILLA DEL CARBON,ATLACOMULCO,,DESATENDIDO,19.69,-99.45,64.0,16.0,0,4,15.23,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-983_-4952,158,TECAMAC,ECATEPEC,,MIXTO,19.67,-99.03,63.3,41.5,0,20,2.17,55,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-966_-4945,159,IXTAPALUCA,CHALCO,,MIXTO,19.33,-98.89,62.9,35.5,0,14,2.28,31,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-986_-4954,160,NEXTLALPAN,ECATEPEC,,DESATENDIDO,19.73,-99.07,62.7,20.0,0,11,4.27,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-981_-4957,161,TULTITLAN,METROPOLITANA,,MIXTO,19.63,-99.13,62.6,33.5,0,17,2.71,39,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-972_-4984,162,TOLUCA,VALLE TOLUCA,TLACHALOYA 1RA SECCIÓN,DESATENDIDO,19.45,-99.67,62.0,15.5,1,3,7.33,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-980_-4968,163,NICOLAS ROMERO,METROPOLITANA,EL TRÁFICO,DESATENDIDO,19.61,-99.35,61.9,23.5,1,6,3.27,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-971_-4948,164,CHIMALHUACAN,ORIENTE,SAN PABLO,MIXTO,19.43,-98.95,61.2,88.5,1,35,2.11,296,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-971_-4979,165,TEMOAYA,VALLE TOLUCA,,DESATENDIDO,19.43,-99.57,60.9,16.5,0,7,5.39,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-964_-4974,166,OCOYOACAC,VALLE TOLUCA,LA CAMPANA,DESATENDIDO,19.29,-99.47,60.0,15.0,1,3,7.44,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-989_-4953,167,ZUMPANGO,ECATEPEC,1° DE MAYO,DESATENDIDO,19.79,-99.05,60.0,15.0,1,3,6.89,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-986_-4974,168,VILLA DEL CARBON,ATLACOMULCO,,DESATENDIDO,19.73,-99.47,60.0,15.0,0,5,11.84,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-968_-4946,169,LA PAZ,ORIENTE,"LAS PARCELAS, LOMAS DE SAN SEBASTIÁN",DESATENDIDO,19.37,-98.91,59.7,21.5,2,1,3.55,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-968_-4982,170,TOLUCA,VALLE TOLUCA,,DESATENDIDO,19.37,-99.63,59.3,20.0,0,9,3.93,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-966_-4982,171,TOLUCA,VALLE TOLUCA,,MIXTO,19.33,-99.63,58.4,46.5,0,18,1.65,68,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-971_-4963,172,NAUCALPAN,METROPOLITANA,"LOS HÉROES TECÁMAC III, BENITO JUÁREZ",SATURADO,19.43,-99.25,57.7,55.5,2,18,0.41,24,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-975_-4953,173,ECATEPEC,ECATEPEC,"VALLE DE ANAHUAC, EL PROGRESO DE GUADALUPE VICTORIA, EL CHAMIZAL",MIXTO,19.51,-99.05,57.5,73.0,3,20,2.08,238,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-987_-4960,174,TEOLOYUCAN,METROPOLITANA,"CERRADA DEL BOSQUE, SANTO TOMÁS",SATURADO,19.75,-99.19,57.2,44.5,2,12,1.12,32,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-976_-4953,175,ECATEPEC,ECATEPEC,"TEXALPA, HÉROES DE LA INDEPENDENCIA (AMPLIACIÓN MIGUEL HIDALGO), LA POPULAR",SATURADO,19.53,-99.05,57.0,122.0,5,28,0.36,229,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-984_-4940,176,OTUMBA,ORIENTE,CUAUTLACINGO,DESATENDIDO,19.69,-98.79,56.8,20.0,1,1,3.68,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-969_-4977,177,LERMA,VALLE TOLUCA,,DESATENDIDO,19.39,-99.53,56.8,16.0,0,8,5.1,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-965_-4981,178,TOLUCA,VALLE TOLUCA,,MIXTO,19.31,-99.61,56.6,50.5,0,21,2.47,149,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-963_-4946,179,CHALCO,CHALCO,"CULTURAS DE MÉXICO, JARDINES DE CHALCO, UNIÓN DE GUADALUPE",SATURADO,19.27,-98.91,56.4,92.5,3,29,1.06,226,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-978_-4984,180,JIQUIPILCO,ATLACOMULCO,EJIDO DE MAÑI,DESATENDIDO,19.57,-99.67,56.0,14.0,1,1,9.35,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-965_-4947,181,IXTAPALUCA,CHALCO,"EMILIANO ZAPATA, AVANDARO",SATURADO,19.31,-98.93,55.8,80.5,4,19,1.49,228,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-983_-4960,182,CUAUTITLAN,METROPOLITANA,"EL SABINO, LA CAPILLA, PARQUE INDUSTRIAL CUAMATLA",SATURADO,19.67,-99.19,55.1,74.5,5,6,1.23,178,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-977_-4952,183,ECATEPEC,ECATEPEC,,MIXTO,19.55,-99.03,55.1,41.5,0,24,2.23,89,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-982_-4966,184,NICOLAS ROMERO,METROPOLITANA,"INDEPENDENCIA 1A SECCIÓN, LIBERTAD",MIXTO,19.65,-99.31,55.1,33.5,2,7,2.87,72,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-962_-4978,185,METEPEC,VALLE TOLUCA,AGRÍCOLA LÁZARO CÁRDENAS,DESATENDIDO,19.25,-99.55,55.1,19.0,1,5,3.8,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-965_-4985,186,TOLUCA,VALLE TOLUCA,,DESATENDIDO,19.31,-99.69,54.6,17.0,0,6,4.42,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-964_-4984,187,TOLUCA,VALLE TOLUCA,,SATURADO,19.29,-99.67,54.4,52.0,0,27,1.4,94,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-980_-4967,188,NICOLAS ROMERO,METROPOLITANA,"SANTANITA CENTRO, SAN PABLO DE LA CRUZ",MIXTO,19.61,-99.33,54.4,37.0,2,8,1.72,40,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-978_-4963,189,ATIZAPAN,METROPOLITANA,"PROF. CRISTÓBAL HIGUERA, CENTRO",SATURADO,19.57,-99.25,54.3,63.0,2,22,0.88,101,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-972_-4953,190,NEZAHUALCOYOTL,ORIENTE,C CIUDAD LAGO,MIXTO,19.45,-99.05,54.3,36.5,1,9,2.36,70,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-964_-4973,191,OCOYOACAC,VALLE TOLUCA,LOS CHIRINOS,DESATENDIDO,19.29,-99.45,54.0,13.5,1,2,9.53,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-975_-4979,192,TEMOAYA,VALLE TOLUCA,SOLALPAN,DESATENDIDO,19.51,-99.57,54.0,13.5,1,2,12.89,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-965_-4974,193,LERMA,VALLE TOLUCA,SANTA CRUZ CHIGNAHUAPAN,DESATENDIDO,19.31,-99.47,54.0,13.5,1,2,7.99,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-984_-4959,194,CUAUTITLAN IZCALLI,METROPOLITANA,SAN MATEO IZTACALCO,DESATENDIDO,19.69,-99.17,53.9,17.5,1,4,4.16,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-963_-4976,195,LERMA,VALLE TOLUCA,,DESATENDIDO,19.27,-99.51,53.7,19.5,0,11,3.51,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-959_-4974,196,CAPULHUAC,VALLE TOLUCA,SAN MIGUELITO,MIXTO,19.19,-99.47,53.1,45.0,1,13,2.25,120,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-970_-4951,197,NEZAHUALCOYOTL,ORIENTE,BENITO JUAREZ,SATURADO,19.41,-99.01,52.9,102.0,1,47,0.25,175,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-991_-4964,198,HUEHUETOCA,ECATEPEC,SAN MIGUEL DE LOS JAGÜEYES,DESATENDIDO,19.83,-99.27,52.4,20.0,1,0,3.24,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-982_-4951,199,ECATEPEC,ECATEPEC,"MARGARITO F. AYALA, LOMAS DE TECÁMAC",SATURADO,19.65,-99.01,52.1,70.0,2,25,1.34,186,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-974_-4951,200,ECATEPEC,ECATEPEC,MEDIA LUNA,DESATENDIDO,19.49,-99.01,52.1,17.5,1,4,3.95,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-966_-4980,201,TOLUCA,VALLE TOLUCA,,DESATENDIDO,19.33,-99.59,52.0,15.0,0,8,4.93,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-974_-4966,202,NAUCALPAN,METROPOLITANA,PUEBLO SANTIAGO TEPETLAOXTOC,DESATENDIDO,19.49,-99.31,52.0,13.0,1,1,7.03,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-974_-4945,203,TEXCOCO,ORIENTE,,DESATENDIDO,19.49,-98.89,51.8,18.5,0,9,3.6,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-980_-4964,204,ATIZAPAN,METROPOLITANA,,MIXTO,19.61,-99.27,51.5,31.0,0,16,2.14,37,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-967_-4982,205,TOLUCA,VALLE TOLUCA,,DESATENDIDO,19.35,-99.63,51.1,17.5,0,8,3.84,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-970_-4947,206,CHIMALHUACAN,ORIENTE,,SATURADO,19.41,-98.93,50.9,61.0,0,24,0.57,81,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-979_-4953,207,ECATEPEC,ECATEPEC,"VIVEROS DE TULPETLAC, LOMAS DE SAN CARLOS",MIXTO,19.59,-99.05,50.9,59.5,2,10,1.78,181,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-988_-4960,208,COYOTEPEC,ECATEPEC,,MIXTO,19.77,-99.19,50.9,28.0,0,12,2.41,32,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-953_-4981,209,TENANGO DEL VALLE,IXTAPAN,SAN BARTOLOME ATLATLAHUCA,DESATENDIDO,19.07,-99.61,50.9,16.0,1,3,4.36,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-980_-4950,210,ECATEPEC,ECATEPEC,JARDINES DE MORELOS,MIXTO,19.61,-98.99,50.5,47.5,1,18,1.7,111,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-962_-4947,211,VALLE DE CHALCO,CHALCO,SAN MIGUEL XICO,DESATENDIDO,19.25,-98.93,50.3,20.0,1,0,3.03,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-977_-4960,212,TLALNEPANTLA,METROPOLITANA,"TABLA HONDA, SAN JAVIER",MIXTO,19.55,-99.19,50.2,59.0,2,18,2.05,207,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-967_-4988,213,ALMOLOYA,VALLE TOLUCA,,DESATENDIDO,19.35,-99.75,50.0,12.5,0,7,6.32,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-966_-4974,214,LERMA,VALLE TOLUCA,,DESATENDIDO,19.33,-99.47,50.0,12.5,0,6,9.06,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-981_-4945,215,ACOLMAN,ECATEPEC,SAN PEDRO TEPETITLAN,MIXTO,19.63,-98.89,49.5,24.5,1,3,2.58,20,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-986_-4932,216,AXAPUSCO,ORIENTE,JALTEPEC,DESATENDIDO,19.73,-98.63,49.5,16.0,1,2,4.18,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-987_-4958,217,TEOLOYUCAN,METROPOLITANA,,DESATENDIDO,19.75,-99.15,49.3,13.5,0,6,5.3,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-982_-4958,218,TULTITLAN,METROPOLITANA,SANTIAGUITO,DESATENDIDO,19.65,-99.15,49.2,15.0,1,3,4.57,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
